iri	iri label	entity	entity label	attribute	attribute label
OBA_VT0003855	forelimb zeugopod morphology trait	UBERON_0002386	forelimb zeugopod	PATO_0000051	morphology
OBA_VT0003856	hindlimb stylopod morphology trait	UBERON_0000376	hindlimb stylopod	PATO_0000051	morphology
OBA_VT0003857	hindlimb zeugopod morphology trait	UBERON_0003823	hindlimb zeugopod	PATO_0000051	morphology
OBA_VT0003859	Harderian gland physiology trait	UBERON_0004187	Harderian gland	PATO_0001509	functionality
OBA_VT0003871	myelin sheath morphology trait	UBERON_0000347	myelin sheath	PATO_0000051	morphology
OBA_VT0003877	serotonergic neuron morphology trait	CL_0000850	serotonergic neuron	PATO_0000051	morphology
OBA_VT0003878	ear physiology trait	UBERON_0001690	ear	PATO_0001509	functionality
OBA_VT0003879	hair cell physiology trait	CL_0000855	sensory hair cell	PATO_0001509	functionality
OBA_VT0003881	nephron morphology trait	UBERON_0001285	nephron	PATO_0000051	morphology
OBA_VT0003883	stomach size trait	UBERON_0000945	stomach	PATO_0000117	size
OBA_VT0003886	embryonic epiblast morphology trait	UBERON_0008780	inner cell mass derived epiblast	PATO_0000051	morphology
OBA_VT0003890	embryonic-extraembryonic boundary morphology trait	UBERON_0004015	embryonic-extraembryonic boundary	PATO_0000051	morphology
OBA_VT0003892	gastric gland morphology trait	UBERON_0000325	gastric gland	PATO_0000051	morphology
OBA_VT0003920	right ventricle morphology trait	UBERON_0002080	heart right ventricle	PATO_0000051	morphology
OBA_VT0003921	left ventricle morphology trait	UBERON_0002084	heart left ventricle	PATO_0000051	morphology
OBA_VT0003932	molar crown morphology trait	UBERON_0003955	molar crown	PATO_0000051	morphology
OBA_VT0003933	cementum morphology trait	UBERON_0001753	cementum	PATO_0000051	morphology
OBA_VT0003939	myotome morphology trait	UBERON_0003082	myotome	PATO_0000051	morphology
OBA_VT0003940	dermatome morphology trait	UBERON_0004016	dermatome	PATO_0000051	morphology
OBA_VT0003945	lymphocyte physiology trait	CL_0000542	lymphocyte	PATO_0001509	functionality
OBA_VT0003947	cholesterol amount	CHEBI_16113	cholesterol	PATO_0000070	amount
OBA_VT0003952	copper amount	CHEBI_30052	copper(0)	PATO_0000070	amount
OBA_VT0003954	Reichert's membrane morphology trait	UBERON_0004369	Reichert's membrane	PATO_0000051	morphology
OBA_VT0003955	ultimobranchial body morphology trait	UBERON_0003092	ultimobranchial body	PATO_0000051	morphology
OBA_VT0003974	endocardium morphology trait	UBERON_0002165	endocardium	PATO_0000051	morphology
OBA_VT0003984	embryonic growth trait	UBERON_0000922	embryo	PATO_0001492	growth rate
OBA_VT0003986	cochlear ganglion size trait	UBERON_0000395	cochlear ganglion	PATO_0000117	size
OBA_VT0003987	vestibular ganglion size trait	UBERON_0002824	vestibular ganglion	PATO_0000117	size
OBA_VT0003989	barrel cortex morphology trait	UBERON_0010415	barrel cortex	PATO_0000051	morphology
OBA_VT0003993	ventral spinal root morphology trait	UBERON_0002260	ventral root of spinal cord	PATO_0000051	morphology
OBA_VT0003994	dorsal spinal root morphology trait	UBERON_0002261	dorsal root of spinal cord	PATO_0000051	morphology
OBA_VT0004002	jejunum morphology trait	UBERON_0002115	jejunum	PATO_0000051	morphology
OBA_VT0004005	intestinal smooth muscle contractility trait	UBERON_0004221	intestine smooth muscle	PATO_0001579	contractility
OBA_VT0004006	jejunal smooth muscle contractility trait	UBERON_0012377	muscle layer of jejunum	PATO_0001579	contractility
OBA_VT0004007	lung blood vessel morphology trait	UBERON_0003512	lung blood vessel	PATO_0000051	morphology
OBA_VT0004020	amniotic fluid amount	UBERON_0000173	amniotic fluid	PATO_0000918	volume
OBA_VT0004032	interventricular groove morphology trait	UBERON_0005455	interventricular groove	PATO_0000051	morphology
OBA_VT0004035	sublingual gland morphology trait	UBERON_0001832	sublingual gland	PATO_0000051	morphology
OBA_VT0004047	milk trait	UBERON_0001913	milk	PATO_0000025	composition
OBA_VT0004054	periocular mesenchyme morphology trait	UBERON_0004017	periocular mesenchyme	PATO_0000051	morphology
OBA_VT0004062	right atrium capacity	UBERON_0002078	right cardiac atrium	PATO_0000918	volume
OBA_VT0004063	left atrium capacity	UBERON_0002079	left cardiac atrium	PATO_0000918	volume
OBA_VT0004066	primitive node morphology trait	UBERON_0003062	primitive knot	PATO_0000051	morphology
OBA_VT0004069	muscle spindle morphology trait	UBERON_0003718	muscle spindle	PATO_0000051	morphology
OBA_VT0004074	Schwann cell precursor morphology trait	CL_0002375	Schwann cell precursor	PATO_0000051	morphology
OBA_VT0004075	Schwann cell precursor quantity	CL_0002375	Schwann cell precursor	PATO_0000070	amount
OBA_VT0004077	striatum morphology trait	UBERON_0002435	striatum	PATO_0000051	morphology
OBA_VT0004078	caudate nucleus morphology trait	UBERON_0001873	caudate nucleus	PATO_0000051	morphology
OBA_VT0004079	putamen morphology trait	UBERON_0001874	putamen	PATO_0000051	morphology
OBA_VT0004080	nucleus accumbens morphology trait	UBERON_0001882	nucleus accumbens	PATO_0000051	morphology
OBA_VT0004081	globus pallidus morphology trait	UBERON_0001875	globus pallidus	PATO_0000051	morphology
OBA_VT0004082	habenula morphology trait	UBERON_0001904	habenula	PATO_0000051	morphology
OBA_VT0004087	muscle cell morphology trait	CL_0000187	muscle cell	PATO_0000051	morphology
OBA_VT0004088	sarcoplasmic reticulum morphology trait	GO_0016529	sarcoplasmic reticulum	PATO_0000051	morphology
OBA_VT0004090	sarcomere morphology trait	GO_0030017	sarcomere	PATO_0000051	morphology
OBA_VT0004091	Z line morphology trait	GO_0030018	Z disc	PATO_0000051	morphology
OBA_VT0004093	Z line configuration trait	GO_0030018	Z disc	PATO_0000060	spatial pattern
OBA_VT0004094	M line morphology trait	GO_0031430	M band	PATO_0000051	morphology
OBA_VT0004095	eyelash morphology trait	UBERON_0001702	eyelash	PATO_0000051	morphology
OBA_VT0004097	cerebellar cortex morphology trait	UBERON_0002129	cerebellar cortex	PATO_0000051	morphology
OBA_VT0004098	cerebellar granule cell morphology trait	CL_0001031	cerebellar granule cell	PATO_0000051	morphology
OBA_VT0004099	cerebellar glomerulus morphology trait	UBERON_0011915	cerebellar glomerulus	PATO_0000051	morphology
OBA_VT0004100	spinal cord interneuron morphology trait	CL_0005000	spinal cord interneuron	PATO_0000051	morphology
OBA_VT0004102	dorsal striatum morphology trait	UBERON_0005383	caudate-putamen	PATO_0000051	morphology
OBA_VT0004103	ventral striatum morphology trait	UBERON_0005403	ventral striatum	PATO_0000051	morphology
OBA_VT0004104	eye shape trait	UBERON_0000019	camera-type eye	PATO_0000052	shape
OBA_VT0004107	thoracic duct morphology trait	UBERON_0001631	thoracic duct	PATO_0000051	morphology
OBA_VT0004111	coronary artery morphology trait	UBERON_0001621	coronary artery	PATO_0000051	morphology
OBA_VT0004113	aortic arch morphology trait	UBERON_0004363	pharyngeal arch artery	PATO_0000051	morphology
OBA_VT0004114	atrioventricular node morphology trait	UBERON_0002352	atrioventricular node	PATO_0000051	morphology
OBA_VT0004115	sinoatrial node morphology trait	UBERON_0002351	sinoatrial node	PATO_0000051	morphology
OBA_VT0004117	atrioventricular bundle morphology trait	UBERON_0002353	atrioventricular bundle	PATO_0000051	morphology
OBA_VT0004118	baroreceptor morphology trait	UBERON_0004019	baroreceptor	PATO_0000051	morphology
OBA_VT0004121	sarcolemma morphology trait	GO_0042383	sarcolemma	PATO_0000051	morphology
OBA_VT0004123	impulse conducting system morphology trait	UBERON_0002350	conducting system of heart	PATO_0000051	morphology
OBA_VT0004124	Purkinje fiber morphology trait	UBERON_0002354	purkinje fiber	PATO_0000051	morphology
OBA_VT0004127	hypodermis thickness	UBERON_0002072	hypodermis	PATO_0000915	thickness
OBA_VT0004128	adipocyte morphology trait	CL_0000136	fat cell	PATO_0000051	morphology
OBA_VT0004134	thorax morphology trait	UBERON_0000915	thoracic segment of trunk	PATO_0000051	morphology
OBA_VT0004136	tongue muscle morphology trait	UBERON_0000378	tongue muscle	PATO_0000051	morphology
OBA_VT0004138	mucous neck cell morphology trait	CL_0000651	mucous neck cell	PATO_0000051	morphology
OBA_VT0004140	chief cell morphology trait	CL_0000446	chief cell of parathyroid gland	PATO_0000051	morphology
OBA_VT0004141	enteroendocrine cell morphology trait	CL_0000164	enteroendocrine cell	PATO_0000051	morphology
OBA_VT0004142	muscle tone	UBERON_0001630	muscle organ	PATO_0001439	tonicity
OBA_VT0004147	porphyrin amount	CHEBI_8337	porphyrin	PATO_0000070	amount
OBA_VT0004162	mammillary body morphology trait	UBERON_0002206	mammillary body	PATO_0000051	morphology
OBA_VT0004163	adenophysis morphology trait	UBERON_0002196	adenohypophysis	PATO_0000051	morphology
OBA_VT0004165	lateral geniculate nucleus morphology trait	UBERON_0001926	lateral geniculate body	PATO_0000051	morphology
OBA_VT0004166	limbic system morphology trait	UBERON_0000349	limbic system	PATO_0000051	morphology
OBA_VT0004167	cingulate gyrus morphology trait	UBERON_0002967	cingulate gyrus	PATO_0000051	morphology
OBA_VT0004168	parahippocampal gyrus morphology trait	UBERON_0002973	parahippocampal gyrus	PATO_0000051	morphology
OBA_VT0004169	fornicate gyrus morphology trait	UBERON_0002600	limbic lobe	PATO_0000051	morphology
OBA_VT0004170	orbitofrontal cortex morphology trait	UBERON_0004167	orbitofrontal cortex	PATO_0000051	morphology
OBA_VT0004173	intervertebral disk morphology trait	UBERON_0001066	intervertebral disk	PATO_0000051	morphology
OBA_VT0004174	vertebral column orientation trait	UBERON_0001130	vertebral column	PATO_0001591	curvature
OBA_VT0004183	sympathetic nervous system physiology trait	UBERON_0000013	sympathetic nervous system	PATO_0001509	functionality
OBA_VT0004184	baroreceptor physiology trait	UBERON_0004019	baroreceptor	PATO_0001509	functionality
OBA_VT0004186	area postrema morphology trait	UBERON_0002162	area postrema	PATO_0000051	morphology
OBA_VT0004189	alveolar process morphology trait	UBERON_0004103	alveolar ridge	PATO_0000051	morphology
OBA_VT0004192	kidney pyramid morphology trait	UBERON_0004200	kidney pyramid	PATO_0000051	morphology
OBA_VT0004193	kidney papilla morphology trait	UBERON_0001228	renal papilla	PATO_0000051	morphology
OBA_VT0004194	kidney pelvis morphology trait	UBERON_0001224	renal pelvis	PATO_0000051	morphology
OBA_VT0004195	calyx morphology trait	UBERON_0006517	kidney calyx	PATO_0000051	morphology
OBA_VT0004203	cranial flexure morphology trait	UBERON_0005818	cephalic midbrain flexure	PATO_0000051	morphology
OBA_VT0004204	stapes size trait	UBERON_0001687	stapes bone	PATO_0000117	size
OBA_VT0004214	long bone diaphysis morphology trait	UBERON_0004769	diaphysis	PATO_0000051	morphology
OBA_VT0004221	iridocorneal angle morphology trait	UBERON_0006206	iridocorneal angle	PATO_0000051	morphology
OBA_VT0004223	trabecular meshwork size trait	UBERON_0005969	eye trabecular meshwork	PATO_0000117	size
OBA_VT0004226	canal of Schlemm size trait	UBERON_0004029	canal of Schlemm	PATO_0000117	size
OBA_VT0004230	embryonic erythrocyte morphology trait	CL_0002355	primitive red blood cell	PATO_0000051	morphology
OBA_VT0004234	masticatory muscle morphology trait	UBERON_0003681	masticatory muscle	PATO_0000051	morphology
OBA_VT0004235	masseter muscle morphology trait	UBERON_0001597	masseter muscle	PATO_0000051	morphology
OBA_VT0004236	masseter muscle size trait	UBERON_0001597	masseter muscle	PATO_0000117	size
OBA_VT0004237	pterygoid muscle morphology trait	UBERON_0006720	pterygoid muscle	PATO_0000051	morphology
OBA_VT0004238	pterygoid muscle size trait	UBERON_0006720	pterygoid muscle	PATO_0000117	size
OBA_VT0004239	temporalis muscle morphology trait	UBERON_0001598	temporalis muscle	PATO_0000051	morphology
OBA_VT0004240	temporalis muscle size trait	UBERON_0001598	temporalis muscle	PATO_0000117	size
OBA_VT0004242	plasmacytoid dendritic cell morphology trait	CL_0000784	plasmacytoid dendritic cell	PATO_0000051	morphology
OBA_VT0004246	extensor digitorum longus morphology trait	UBERON_0001386	extensor digitorum longus	PATO_0000051	morphology
OBA_VT0004248	epaxial muscle morphology trait	UBERON_0003900	epaxial myotome region	PATO_0000051	morphology
OBA_VT0004249	crista ampullaris morphology trait	UBERON_0004721	crista ampullaris	PATO_0000051	morphology
OBA_VT0004252	heart tube looping direction	GO_0001947	heart looping	PATO_0000039	direction
OBA_VT0004256	placenta maternal decidual layer morphology trait	UBERON_0002450	decidua	PATO_0000051	morphology
OBA_VT0004257	placenta mass	UBERON_0001987	placenta	PATO_0000128	weight
OBA_VT0004258	placenta size trait	UBERON_0001987	placenta	PATO_0000117	size
OBA_VT0004261	embryonic neuroepithelium morphology trait	UBERON_0004022	germinal neuroepithelium	PATO_0000051	morphology
OBA_VT0004264	extraembryonic tissue physiology trait	UBERON_0000478	extraembryonic structure	PATO_0001509	functionality
OBA_VT0004266	placenta color	UBERON_0001987	placenta	PATO_0000014	color
OBA_VT0004267	optic tract morphology trait	UBERON_0001908	optic tract	PATO_0000051	morphology
OBA_VT0004268	optic stalk morphology trait	UBERON_0003098	optic stalk	PATO_0000051	morphology
OBA_VT0004269	optic cup morphology trait	UBERON_0003072	optic cup	PATO_0000051	morphology
OBA_VT0004272	basement membrane morphology trait	GO_0005604	basement membrane	PATO_0000051	morphology
OBA_VT0004273	basal lamina morphology trait	UBERON_0000482	basal lamina of epithelium	PATO_0000051	morphology
OBA_VT0004274	embryonic/fetal subventricular zone morphology trait	UBERON_0004023	ganglionic eminence	PATO_0000051	morphology
OBA_VT0004275	postnatal subventricular zone morphology trait	UBERON_0004922	postnatal subventricular zone	PATO_0000051	morphology
OBA_VT0004276	medial ganglionic eminence morphology trait	UBERON_0004024	medial ganglionic eminence	PATO_0000051	morphology
OBA_VT0004277	lateral ganglionic eminence morphology trait	UBERON_0004025	lateral ganglionic eminence	PATO_0000051	morphology
OBA_VT0004278	caudal ganglionic eminence morphology trait	UBERON_0004026	caudal ganglionic eminence	PATO_0000051	morphology
OBA_VT0004280	oculomotor nucleus morphology trait	UBERON_0001715	oculomotor nuclear complex	PATO_0000051	morphology
OBA_VT0004281	hypoglossal nucleus morphology trait	UBERON_0002871	hypoglossal nucleus	PATO_0000051	morphology
OBA_VT0004284	Descemet membrane morphology trait	UBERON_0004367	Descemet's membrane	PATO_0000051	morphology
OBA_VT0004286	internal auditory canal morphology trait	UBERON_0011859	internal acoustic meatus	PATO_0000051	morphology
OBA_VT0004287	spiral limbus morphology trait	UBERON_0002276	lamina of spiral limbus	PATO_0000051	morphology
OBA_VT0004288	spiral ligament morphology trait	UBERON_0006725	spiral ligament	PATO_0000051	morphology
OBA_VT0004289	bony labyrinth morphology trait	UBERON_0001839	bony labyrinth	PATO_0000051	morphology
OBA_VT0004290	stapes footpiece morphology trait	UBERON_0002496	stapes base	PATO_0000051	morphology
OBA_VT0004293	type I spiral ligament fibrocyte morphology trait	CL_0002670	type 1 otic fibrocyte	PATO_0000051	morphology
OBA_VT0004294	type II spiral ligament fibrocyte morphology trait	CL_0002666	type 2 otic fibrocyte	PATO_0000051	morphology
OBA_VT0004295	type III spiral ligament fibrocyte morphology trait	CL_0002669	type 3 otic fibrocyte	PATO_0000051	morphology
OBA_VT0004296	type IV spiral ligament fibrocyte morphology trait	CL_0002668	type 4 otic fibrocyte	PATO_0000051	morphology
OBA_VT0004297	proprioceptive neuron morphology trait	CL_1001451	sensory neuron of dorsal root ganglion	PATO_0000051	morphology
OBA_VT0004300	organ of Corti supporting cell morphology trait	CL_0002490	organ of Corti supporting cell	PATO_0000051	morphology
OBA_VT0004302	Deiters cell morphology trait	CL_0000635	Deiter's cell	PATO_0000051	morphology
OBA_VT0004303	Hensen cell morphology trait	CL_0000633	Hensen cell	PATO_0000051	morphology
OBA_VT0004305	Rosenthal canal morphology trait	UBERON_0006106	cochlear canal	PATO_0000051	morphology
OBA_VT0004306	Rosenthal canal size trait	UBERON_0006106	cochlear canal	PATO_0000117	size
OBA_VT0004308	basilar membrane morphology trait	UBERON_0002226	basilar membrane of cochlea	PATO_0000051	morphology
OBA_VT0004310	otic vesicle size trait	UBERON_0003051	ear vesicle	PATO_0000117	size
OBA_VT0004316	saccule size trait	UBERON_0001854	saccule of membranous labyrinth	PATO_0000117	size
OBA_VT0004320	sternum shape trait	UBERON_0000975	sternum	PATO_0000052	shape
OBA_VT0004321	sternum length	UBERON_0000975	sternum	PATO_0000122	length
OBA_VT0004322	sternebra morphology trait	UBERON_0002208	sternebra	PATO_0000051	morphology
OBA_VT0004323	sternum size trait	UBERON_0000975	sternum	PATO_0000117	size
OBA_VT0004326	vestibular hair cell quantity	CL_0000609	vestibular hair cell	PATO_0001555	has number of
OBA_VT0004330	saccular macula morphology trait	UBERON_0002212	macula of saccule of membranous labyrinth	PATO_0000051	morphology
OBA_VT0004333	utricular macula morphology trait	UBERON_0002214	macula of utricle of membranous labyrinth	PATO_0000051	morphology
OBA_VT0004335	utricle size trait	UBERON_0001853	utricle of membranous labyrinth	PATO_0000117	size
OBA_VT0004338	clavicle size trait	UBERON_0001105	clavicle bone	PATO_0000117	size
OBA_VT0004340	scapula length	UBERON_0006849	scapula	PATO_0000122	length
OBA_VT0004343	scapula size trait	UBERON_0006849	scapula	PATO_0000117	size
OBA_VT0004345	acromion morphology trait	UBERON_0002497	acromion	PATO_0000051	morphology
OBA_VT0004347	scapular spine morphology trait	UBERON_0004651	scapula spine	PATO_0000051	morphology
OBA_VT0004348	femur length	UBERON_0000981	femur	PATO_0000122	length
OBA_VT0004350	humerus length	UBERON_0000976	humerus	PATO_0000122	length
OBA_VT0004353	deltoid tuberosity morphology trait	UBERON_0002498	deltopectoral crest	PATO_0000051	morphology
OBA_VT0004355	radius length	UBERON_0001423	radius bone	PATO_0000122	length
OBA_VT0004357	tibia length	UBERON_0000979	tibia	PATO_0000122	length
OBA_VT0004358	tibia curvature trait	UBERON_0000979	tibia	PATO_0001591	curvature
OBA_VT0004361	ulna curvature trait	UBERON_0001424	ulna	PATO_0001591	curvature
OBA_VT0004364	stria vascularis size trait	UBERON_0002282	stria vascularis of cochlear duct	PATO_0000117	size
OBA_VT0004365	strial basal cell morphology trait	CL_0002493	strial basal cell	PATO_0000051	morphology
OBA_VT0004366	strial marginal cell morphology trait	CL_0002492	strial marginal cell	PATO_0000051	morphology
OBA_VT0004367	strial intermediate cell morphology trait	CL_0002486	strial intermediate cell	PATO_0000051	morphology
OBA_VT0004370	ulna length	UBERON_0001424	ulna	PATO_0000122	length
OBA_VT0004371	femur curvature trait	UBERON_0000981	femur	PATO_0001591	curvature
OBA_VT0004372	fibula curvature trait	UBERON_0001446	fibula	PATO_0001591	curvature
OBA_VT0004373	humerus curvature trait	UBERON_0000976	humerus	PATO_0001591	curvature
OBA_VT0004374	radius curvature trait	UBERON_0001423	radius bone	PATO_0001591	curvature
OBA_VT0004387	prechordal plate morphology trait	UBERON_0003063	prechordal plate	PATO_0000051	morphology
OBA_VT0004389	respiratory bronchiole morphology trait	UBERON_0002188	respiratory bronchiole	PATO_0000051	morphology
OBA_VT0004390	bronchoalveolar duct junction morphology trait	UBERON_0004903	bronchoalveolar duct junction	PATO_0000051	morphology
OBA_VT0004391	respiratory conducting tube morphology trait	UBERON_0000117	respiratory tube	PATO_0000051	morphology
OBA_VT0004393	cochlear inner hair cell morphology trait	CL_0000589	cochlear inner hair cell	PATO_0000051	morphology
OBA_VT0004394	cochlear inner hair cell quantity	CL_0000589	cochlear inner hair cell	PATO_0001555	has number of
OBA_VT0004399	cochlear outer hair cell morphology trait	CL_0000601	outer hair cell	PATO_0000051	morphology
OBA_VT0004400	cochlear outer hair cell quantity	CL_0000601	outer hair cell	PATO_0001555	has number of
OBA_VT0004406	cochlear hair cell quantity	CL_0000202	auditory hair cell	PATO_0001555	has number of
OBA_VT0004409	ampullary crest neuroepithelium morphology trait	UBERON_0006935	crista ampullaris neuroepithelium	PATO_0000051	morphology
OBA_VT0004423	squama temporalis morphology trait	UBERON_0001695	squamous part of temporal bone	PATO_0000051	morphology
OBA_VT0004425	otolith organ morphology trait	UBERON_0002518	otolith organ	PATO_0000051	morphology
OBA_VT0004426	cochlear labyrinth morphology trait	UBERON_0002499	cochlear labyrinth	PATO_0000051	morphology
OBA_VT0004427	vestibular labyrinth morphology trait	UBERON_0001862	vestibular labyrinth	PATO_0000051	morphology
OBA_VT0004430	Claudius cell morphology trait	CL_0000634	Claudius cell	PATO_0000051	morphology
OBA_VT0004432	cochlear hair cell physiology trait	CL_0000202	auditory hair cell	PATO_0001509	functionality
OBA_VT0004433	cochlear inner hair cell physiology trait	CL_0000589	cochlear inner hair cell	PATO_0001509	functionality
OBA_VT0004434	cochlear outer hair cell physiology trait	CL_0000601	outer hair cell	PATO_0001509	functionality
OBA_VT0004438	vestibular hair cell physiology trait	CL_0000609	vestibular hair cell	PATO_0001509	functionality
OBA_VT0004448	presphenoid bone morphology trait	UBERON_0008828	presphenoid bone	PATO_0000051	morphology
OBA_VT0004452	pterygoid process morphology trait	UBERON_0004649	sphenoid bone pterygoid process	PATO_0000051	morphology
OBA_VT0004453	pterygoid bone morphology trait	UBERON_0010389	pterygoid bone	PATO_0000051	morphology
OBA_VT0004457	orbitosphenoid morphology trait	UBERON_0002478	orbitosphenoid	PATO_0000051	morphology
OBA_VT0004466	cochlear outer hair cell length	CL_0000601	outer hair cell	PATO_0000122	length
OBA_VT0004469	zygomatic arch morphology trait	UBERON_0002500	zygomatic arch	PATO_0000051	morphology
OBA_VT0004479	oval window morphology trait	UBERON_0002501	oval window	PATO_0000051	morphology
OBA_VT0004480	round window morphology trait	UBERON_0002502	round window of inner ear	PATO_0000051	morphology
OBA_VT0004481	conjunctival epithelium morphology trait	UBERON_0006763	epithelium of conjunctiva	PATO_0000051	morphology
OBA_VT0004482	interdental cell morphology trait	CL_0002172	interdental cell of cochlea	PATO_0000051	morphology
OBA_VT0004493	cochlea size trait	UBERON_0001844	cochlea	PATO_0000117	size
OBA_VT0004939	B cell morphology trait	CL_0000236	B cell	PATO_0000051	morphology
OBA_VT0004940	B-1 B cell morphology trait	CL_0000819	B-1 B cell	PATO_0000051	morphology
OBA_VT0004941	regulatory T cell morphology trait	CL_0000815	regulatory T cell	PATO_0000051	morphology
OBA_VT0004946	regulatory T cell physiology trait	CL_0000815	regulatory T cell	PATO_0001509	functionality
OBA_VT0004951	spleen mass	UBERON_0002106	spleen	PATO_0000128	weight
OBA_VT0004954	thymus mass	UBERON_0002370	thymus	PATO_0000128	weight
OBA_VT0004972	regulatory T cell quantity	CL_0000815	regulatory T cell	PATO_0001555	has number of
OBA_VT0004976	B-1 B cell quantity	CL_0000819	B-1 B cell	PATO_0001555	has number of
OBA_VT0005006	osteoblast physiology trait	CL_0000062	osteoblast	PATO_0001509	functionality
OBA_VT0005007	bone mineral mass	UBERON_0001474	bone element	PATO_0001019	mass density
OBA_VT0005019	early pro-B cell morphology trait	CL_0002046	early pro-B cell	PATO_0000051	morphology
OBA_VT0005020	late pro-B cell morphology trait	CL_0002048	late pro-B cell	PATO_0000051	morphology
OBA_VT0005022	immature B cell morphology trait	CL_0000816	immature B cell	PATO_0000051	morphology
OBA_VT0005028	trophectoderm morphology trait	UBERON_0004345	trophectoderm	PATO_0000051	morphology
OBA_VT0005029	amnion morphology trait	UBERON_0000305	amnion	PATO_0000051	morphology
OBA_VT0005031	trophoblast layer morphology trait	UBERON_0000088	trophoblast	PATO_0000051	morphology
OBA_VT0005032	ectoplacental cone morphology trait	UBERON_0004364	ectoplacental cone	PATO_0000051	morphology
OBA_VT0005033	trophoblast giant cell morphology trait	CL_0002488	trophoblast giant cell	PATO_0000051	morphology
OBA_VT0005034	anus morphology trait	UBERON_0001245	anus	PATO_0000051	morphology
OBA_VT0005045	thymus cortex area	UBERON_0002123	cortex of thymus	PATO_0001323	area
OBA_VT0005061	eosinophil morphology trait	CL_0000771	eosinophil	PATO_0000051	morphology
OBA_VT0005065	neutrophil morphology trait	CL_0000775	neutrophil	PATO_0000051	morphology
OBA_VT0005068	NK cell morphology trait	CL_0000623	natural killer cell	PATO_0000051	morphology
OBA_VT0005069	NK cell physiology trait	CL_0000623	natural killer cell	PATO_0001509	functionality
OBA_VT0005078	cytotoxic T cell physiology trait	CL_0000910	cytotoxic T cell	PATO_0001509	functionality
OBA_VT0005081	dermis stratum reticulare morphology trait	UBERON_0001993	reticular layer of dermis	PATO_0000051	morphology
OBA_VT0005082	epidermis stratum lucidum morphology trait	UBERON_0002071	stratum lucidum of epidermis	PATO_0000051	morphology
OBA_VT0005083	biliary tract morphology trait	UBERON_0001173	biliary tree	PATO_0000051	morphology
OBA_VT0005084	gall bladder morphology trait	UBERON_0002110	gall bladder	PATO_0000051	morphology
OBA_VT0005085	gall bladder physiology trait	UBERON_0002110	gall bladder	PATO_0001509	functionality
OBA_VT0005086	bile amount	UBERON_0001970	bile	PATO_0000918	volume
OBA_VT0005089	double-negative T cell quantity	CL_0002489	double negative thymocyte	PATO_0000070	amount
OBA_VT0005096	erythroblast quantity	CL_0000765	erythroblast	PATO_0000070	amount
OBA_VT0005098	choroid morphology trait	UBERON_0001776	optic choroid	PATO_0000051	morphology
OBA_VT0005099	ciliary body morphology trait	UBERON_0001775	ciliary body	PATO_0000051	morphology
OBA_VT0005104	tarsus morphology trait	UBERON_0004454	tarsal region	PATO_0000051	morphology
OBA_VT0005105	auditory ossicle morphology trait	UBERON_0001686	auditory ossicle bone	PATO_0000051	morphology
OBA_VT0005106	incus morphology trait	UBERON_0001688	incus bone	PATO_0000051	morphology
OBA_VT0005107	stapes morphology trait	UBERON_0001687	stapes bone	PATO_0000051	morphology
OBA_VT0005108	ulna morphology trait	UBERON_0001424	ulna	PATO_0000051	morphology
OBA_VT0005109	talus morphology trait	UBERON_0002395	talus	PATO_0000051	morphology
OBA_VT0005110	talus size trait	UBERON_0002395	talus	PATO_0000117	size
OBA_VT0005112	anterior horn morphology trait	UBERON_0002257	ventral horn of spinal cord	PATO_0000051	morphology
OBA_VT0005113	anterior horn cell quantity	CL_0000100	motor neuron	PATO_0000070	amount
OBA_VT0005149	gubernaculum morphology trait	UBERON_0004346	gubernaculum (male or female)	PATO_0000051	morphology
OBA_VT0005168	female meiosis trait	GO_0007126	meiotic nuclear division	PATO_0000383	female
OBA_VT0005169	male meiosis trait	GO_0007126	meiotic nuclear division	PATO_0000384	male
OBA_VT0005187	penis morphology trait	UBERON_0000989	penis	PATO_0000051	morphology
OBA_VT0005189	perineum length	UBERON_0002356	perineum	PATO_0000122	length
OBA_VT0005193	anterior eye segment morphology trait	UBERON_0001801	anterior segment of eyeball	PATO_0000051	morphology
OBA_VT0005194	anterior uvea morphology trait	UBERON_0011892	anterior uvea	PATO_0000051	morphology
OBA_VT0005195	posterior eye segment morphology trait	UBERON_0001802	posterior segment of eyeball	PATO_0000051	morphology
OBA_VT0005197	uvea morphology trait	UBERON_0001768	uvea	PATO_0000051	morphology
OBA_VT0005198	aqueous drainage system morphology trait	UBERON_0003956	aqueous drainage system	PATO_0000051	morphology
OBA_VT0005201	retinal pigment epithelium morphology trait	UBERON_0001782	pigmented layer of retina	PATO_0000051	morphology
OBA_VT0005203	trabecular meshwork morphology trait	UBERON_0005969	eye trabecular meshwork	PATO_0000051	morphology
OBA_VT0005204	canal of Schlemm morphology trait	UBERON_0004029	canal of Schlemm	PATO_0000051	morphology
OBA_VT0005205	eye anterior chamber morphology trait	UBERON_0001766	anterior chamber of eyeball	PATO_0000051	morphology
OBA_VT0005206	aqueous humor morphology trait	UBERON_0001796	aqueous humor of eyeball	PATO_0000051	morphology
OBA_VT0005207	aqueous vein morphology trait	UBERON_0004030	aqueous vein	PATO_0000051	morphology
OBA_VT0005208	iris stroma morphology trait	UBERON_0001779	iris stroma	PATO_0000051	morphology
OBA_VT0005209	gastric mucosa morphology trait	UBERON_0001199	mucosa of stomach	PATO_0000051	morphology
