cls,def,xrefs
http://purl.obolibrary.org/obo/ENVO_00000241,"A level tract lying at a small depth below the surface of water, or alternately covered and left bare by the tide.",FTT:706 FTT:1230 EcoLexicon:tidal_flat Wikipedia:Tidal_flat Geonames:H.FLTT FTT:185
_:b162,,
http://purl.obolibrary.org/obo/ENVO_01000084,,
http://purl.obolibrary.org/obo/ENVO_01000200,,
http://purl.obolibrary.org/obo/ENVO_01000619,A closed ecological system is a vivarium which does not rely on matter exchange with any part outside the system.,
http://purl.obolibrary.org/obo/ENVO_01000591,A bed frame is a piece of furniture which is used to position a mattress and bed base and may include a means of supporting a canopy.,
http://purl.obolibrary.org/obo/ENVO_01000342,A montane condition is an environmental condition in which an altitude range falls between mid-altitude forests and the tree line.,LTER:350
http://purl.obolibrary.org/obo/ENVO_01000201,,
_:b163,,
http://purl.obolibrary.org/obo/ENVO_01000690,"Mass wasting is the geomorphic process by which solid environmental material such as soil, sand, regolith, and/or rock move downslope typically as a mass, largely under the force of gravity, but frequently affected by water and water content as in submarine environments and mudslides.",
http://purl.obolibrary.org/obo/ENVO_00005738,,Wikipedia:Foam
http://purl.obolibrary.org/obo/ENVO_02500018,,
http://purl.obolibrary.org/obo/ENVO_01000144,,
http://purl.obolibrary.org/obo/ENVO_01000364,A glacier cave is a cave formed within or under a glacier.,
http://purl.obolibrary.org/obo/ENVO_01000530,A ventilated improved pit latrine is a pit latrine which includes a vent pipe fitted to the pit with a flyscreen covering the pipe's outlet. Air currents moving across the outlet of the vent pipe create a vaccum which draws odors out of the latrine's superstructure.,
http://purl.obolibrary.org/obo/ENVO_01000127,"The marine cold seep biome comprises regions of the marine benthic biome where seepage of methane, hydrogen sulphide, hydrocarbon rich fluids and other fluids occurs.",
http://purl.obolibrary.org/obo/ENVO_00000429,"A thin, almost knife-like, ridge of rock which is typically formed when two glaciers erode parallel U-shaped valleys. The arte is a thin ridge of rock that is left separating the two valleys. Artes can also form when two glacial cirques erode towards one another, although frequently this results in a saddle-shaped pass, called a col.",FTT:154
http://purl.obolibrary.org/obo/ENVO_01000626,A drylot is an enclosure of limited size usually bare of vegetation and used for fattening livestock.,
http://purl.obolibrary.org/obo/ENVO_02000073,,
_:b164,,
http://purl.obolibrary.org/obo/ENVO_00000100,"A depression caused by erosion by water or ice. Low-lying land bordered by higher ground; especially elongate, relatively large gently sloping depressions of the Earth's surface, commonly situated between two mountains or between ranges of hills or mountains, and often containing a stream with an outlet.",TGN:21453 FTT:949 FTT:158 EcoLexicon:valley TGN:21451 Geonames:T.GRGE FTT:761 TGN:21425 FTT:166 Geonames:T.VALS TGN:21452 FTT:811 SWEETRealm:Valley FTT:418 Geonames:T.VAL Wikipedia:Valley
http://purl.obolibrary.org/obo/ENVO_00000012,A geographical feature associated with water.,FTT:131 FTT:828 FTT:826 FTT:711 FTT:824 FTT:761 FTT:829 Geonames:H.OVF FTT:280 FTT:827 FTT:825
http://purl.obolibrary.org/obo/ENVO_00000135,"A geographical region that serves the purpose of keeping two or more other areas (often, but not necessarily, countries) distant from one another, for whatever reason.",Geonames:A.ZNB FTT:17 Wikipedia:Buffer_zone
http://purl.obolibrary.org/obo/ENVO_00000409,"A large, swirling body of water produced by ocean tides.",Wikipedia:Whirlpool TGN:21183 FTT:131 FTT:829
http://purl.obolibrary.org/obo/ENVO_02000038,Pus is a bodily fluid consisting of a whitish-yellow or yellow substance produced during inflammatory responses of the body that can be found in regions of pyogenic bacterial infections. Pus is produced from the dead and living cells which travel into the intercellular spaces around the affected cells.,Wikipedia:Pus
http://purl.obolibrary.org/obo/ENVO_00002254,"A soil in which there is a high content of expansive clay known as montmorillonite that forms deep cracks in drier seasons or years. Alternate shrinking and swelling causes self-mulching, where the soil material consistently mixes itself, causing vertisols to have an extremely deep A horizon and no B horizon.",Wikipedia:Vertisol
http://purl.obolibrary.org/obo/ENVO_01000113,"Suspended sediment, or suspended load, is the term for the particles settle  slowly enough to be carried in flowing water (such as a stream or coastal area) either without touching the bed or while only intermittently touching it. These particles are generally of the fine sand, silt and clay size, although larger particles may be carried as well depending on the intensity of the flow.",
http://purl.obolibrary.org/obo/ENVO_00002112,,
_:b165,,
http://purl.obolibrary.org/obo/ENVO_01000202,,
http://purl.obolibrary.org/obo/ENVO_01000183,"A tropical desert biome is a desert biome which has communities adapted to temperatures above a monthly average of 18 degrees Celsius, high daily temperature ranges of approximately 20 degrees Celsius, very high insolation due to inhibited cloud formation, and very low precipitation. Tropical desert biomes located near coasts with cold upwellings may have cooler temperatures and reduced insolution due to fog.",
_:b166,,
http://purl.obolibrary.org/obo/ENVO_01000236,Basalt is a volcanic rock which is formed by the rapid cooling of basaltic lava.,EcoLexicon:basalt SWEETRealm:Basalt
_:b167,,
http://purl.obolibrary.org/obo/ENVO_01000298,"The continental margin is the zone of the ocean floor that separates the thin oceanic crust from thick continental crust. Together, the continental shelf, continental slope, and continental rise are called continental margin. Continental margins constitute about 28% of the oceanic area.",EcoLexicon:continental_margin SWEETRealm:ContinentalMargin
http://purl.obolibrary.org/obo/ENVO_0010133,A fresh sausages that is smoked.,
http://purl.obolibrary.org/obo/ENVO_01000145,,
http://purl.obolibrary.org/obo/ENVO_02500019,,
http://purl.obolibrary.org/obo/ENVO_01000152,Sediment hosting and characterised by active iron reducing microbial communities.,
_:b168,,
http://purl.obolibrary.org/obo/ENVO_01000231,Lava is magma which has extruded beyond a planetary crust.,EcoLexicon:lava SWEETRealm:Lava
http://purl.obolibrary.org/obo/ENVO_00000009,A political association with effective dominion over a geographic area.,SWEETRealm:Country TGN:81102 FTT:424 FTT:566 TGN:81011 TGN:81010 SWEETRealm:State Wikipedia:Nation FTT:571 FTT:567 TGN:80006
_:b169,,
http://purl.obolibrary.org/obo/ENVO_01000195,,
http://purl.obolibrary.org/obo/ENVO_00000418,A submergent coastal landform that forms where sea levels rise relative to the land either as a result of eustatic sea level change; where the global sea levels rise or isostatic sea level change; where the land sinks. When this happens valleys which were previously at sea level become submerged.,Wikipedia:Ria
http://purl.obolibrary.org/obo/ENVO_02000072,,Wikipedia:Mushroom SWEETRealm:Mushroom
http://purl.obolibrary.org/obo/ENVO_01000011,Food made from milk.,Wikipedia:Dairy_product
http://purl.obolibrary.org/obo/ENVO_01000087,,
http://purl.obolibrary.org/obo/ENVO_01000708,"Riverine flooding is a process in which the flow rate of river water exceeds the capacity of its channel, thus flooding neighbouring land. Bends and meanders in a river channel are particularly disposed to such flooding.",
http://purl.obolibrary.org/obo/ENVO_01000192,,
http://purl.obolibrary.org/obo/ENVO_0010151,"A rennet that is an extract of a microorganism or fungus, such as Rhizomucor miehei.",
http://purl.obolibrary.org/obo/ENVO_00002154,,
http://purl.obolibrary.org/obo/ENVO_01000416,A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of  100 nanometers or less.,
http://purl.obolibrary.org/obo/ENVO_01000462,Masonry cement is a substance used in construction that has the disposition to set and harden and thus may be used to bind materials together.,
http://purl.obolibrary.org/obo/ENVO_01000297,A river where fresh water flows.,
http://purl.obolibrary.org/obo/ENVO_00005791,Sterile water is water which does not contain lliving organisms.,
http://purl.obolibrary.org/obo/ENVO_01000111,Cosmogenous sediment is derived from extraterrestrial dust and debris in the form of meteorites and similar entities.,
http://purl.obolibrary.org/obo/ENVO_00000092,"A landform consisting of loose rock particles such as sand, gravel, shingle, pebbles, cobble, or even shell fragments along the shoreline of a sea.",Wikipedia:Strand
_:b170,,
_:b171,,
_:b172,,
http://purl.obolibrary.org/obo/ENVO_00003059,,
http://purl.obolibrary.org/obo/ENVO_01000604,A vehicle is a mobile machine which transports people or cargo.,
http://purl.obolibrary.org/obo/ENVO_00000519,,Wikipedia:Agricultural_terrace
http://purl.obolibrary.org/obo/ENVO_00000273,"The seabed below the end of the continental shelf (the shelf break). The continental slope is much steeper than the shelf; the average angle is 3, but it can be as low as 1 or as high as 10. The slope is often cut with submarine canyons.",EcoLexicon:continental_slope FTT:536 Wikipedia:Continental_slope
http://purl.obolibrary.org/obo/ENVO_01000565,A lantern is a portable device or mounted fixture comprising a light source protected by a translucent case.,
http://purl.obolibrary.org/obo/ENVO_00003044,"Water saturated or nearly saturated with salt (NaCl). It is used (now less popular than historically) to preserve vegetables, fish, and meat.",Wikipedia:Brine SWEETRealm:Brine EcoLexicon:brine
http://purl.obolibrary.org/obo/ENVO_01000088,,
http://purl.obolibrary.org/obo/ENVO_01000193,,
http://purl.obolibrary.org/obo/ENVO_00003970,,Wikipedia:Sugar
http://purl.obolibrary.org/obo/ENVO_01000404,A (portion of) plastic is an (portion of) anthropogenic environmental material including any of numerous organic synthetic or processed materials which are primarily composed of thermoplastic or thermosetting polymers of high molecular weight.,URL:http://eurovoc.europa.eu/1837 URL:http://aims.fao.org/aos/agrovoc/c_5998
http://purl.obolibrary.org/obo/ENVO_00002153,,
http://purl.obolibrary.org/obo/ENVO_01000216,A montane shrubland biome is a shrubland biome which occurs in regions elevated above sea level and which has community structure determined by elevation-dependent environmental conditions.,
http://purl.obolibrary.org/obo/ENVO_02000036,"Saliva is a slightly alkaline secretion of water, mucin, protein, salts, and often a starch-splitting enzyme (as ptyalin) that is secreted into the mouth by salivary glands, lubricates ingested food, and often begins the breakdown of starches.",Wikipedia:Saliva
_:b173,,
http://purl.obolibrary.org/obo/ENVO_00002224,Water with a high nutrient level.,
http://purl.obolibrary.org/obo/ENVO_00000184,A tributary valley with the floor at a higher relief than the main channel into which it flows. They are most commonly associated with U-shaped valleys when a tributary glacier flows into a glacier of larger volume.,FTT:166 Wikipedia:Hanging_valley TGN:21514 FTT:784 Geonames:T.VALG
_:b174,,
http://purl.obolibrary.org/obo/ENVO_01000531,A covered latrine is a building which comprises a latrine sheltered by an outhouse.,
http://purl.obolibrary.org/obo/ENVO_00000545,A beach which is armoured with pebbles or small to medium sized cobbles.,Wikipedia:Shingle_beach
http://purl.obolibrary.org/obo/ENVO_00002195,,
_:b175,,
_:b176,,
http://purl.obolibrary.org/obo/ENVO_00000399,"A cone that is composed of particles of silt to sand size. Explosive eruptions from a vent where the magma is interacting with groundwater or the sea (as in an eruption off the coast) produce steam and are called phreatic. The interaction between the magma, expanding steam, and volcanic gases results in the ejection of mostly small particles called ash. Fallen ash has the consistency of flour. The unconsolidated ash forms an ash cone which becomes a tuff cone or tuff ring once the ash consolidates.",Wikipedia:Ash_cone
_:b177,,
http://purl.obolibrary.org/obo/ENVO_01000284,"A lake which is permanently covered by ice, does not mix, and exhibit inverse cold water stratification whereby water temperature increases with depth below the ice surface.",
http://purl.obolibrary.org/obo/ENVO_00002272,,
http://purl.obolibrary.org/obo/ENVO_00002114,,
http://purl.obolibrary.org/obo/ENVO_00000202,A lake which is formed when a wide meander from a stream or a river is cut off to form a lake. They are called oxbow lakes due to the distinctive curved shape that results from this process.,FTT:903 TGN:21139 FTT:221 Wikipedia:Oxbow_lake Geonames:H.LKO EcoLexicon:ox-bow_lake
http://purl.obolibrary.org/obo/ENVO_01000035,"The oceanic epipelagic zone biome comprises regions of the marine water column that occur offshore, beyond a continental shelf. This biome extends from the surface of the ocean to a depth of ca. 200-250m. Throughout the zone the light field tends to be asymmetrical vertically, so that the direction and elevation of the sun can still be detected. The oceanic epipelagic zone biome encompasses the euphotic zone and, where and when it occurs, the seasonal thermocline.",
http://purl.obolibrary.org/obo/ENVO_01000085,,
http://purl.obolibrary.org/obo/ENVO_00000245,"A broad, low relief crater that results from a phreatic eruption or explosion caused by groundwater contact with hot lava or magma. The maar typically fills with water to form a relatively shallow crater lake.",Wikipedia:Maar
http://purl.obolibrary.org/obo/ENVO_01000101,,
http://purl.obolibrary.org/obo/ENVO_01000707,"Coastal flooding is a process in which normally dry, low-lying land near a coast is flooded by sea water.",
http://purl.obolibrary.org/obo/ENVO_00003971,,Wikipedia:Brown_sugar
http://purl.obolibrary.org/obo/ENVO_01000459,Asphaltic concrete is a concrete which uses refined asphalt as a cement.,
http://purl.obolibrary.org/obo/ENVO_00000320,A deep fissure in snow or ice.,FTT:594 Geonames:T.FSR TGN:21415 FTT:702 Wikipedia:Crevasse TGN:21416 FTT:489
http://purl.obolibrary.org/obo/ENVO_00000391,"An isthmus or other land connection between what at other times are separate land masses which allows animals and plants to cross and colonise new lands. Land bridges are commonly created by regression, in which sea levels fall exposing previously submerged sections of continental shelf. Land bridges are also formed by: (a) upthrust at the edge of continental plates; and (b) glacial retreat alleviating pressure on shallow marine formations.",Wikipedia:Land_bridge TGN:21478
http://purl.obolibrary.org/obo/ENVO_01000424,"A patio is a paved outdoor area, adjacent to a human house, and used for dining or recreation.",
_:b178,,
http://purl.obolibrary.org/obo/ENVO_00002194,,
http://purl.obolibrary.org/obo/ENVO_00002115,,
http://purl.obolibrary.org/obo/ENVO_00002045,Sediment characterised by the absence of oxygen.,
http://purl.obolibrary.org/obo/ENVO_02000037,"Sebum is an oily bodily fluid secreted from the sebaceous glads that is made of fat (lipids) and the debris of dead fat-producing cells. In the glands, sebum is produced within specialized cells and is released as these cells burst. Sebum acts to protect and waterproof hair and skin, and keep them from becoming dry, brittle and cracked. It can also inhibit the growth of microorganisms on skin.",Wikipedia:Sebum
http://purl.obolibrary.org/obo/ENVO_01000086,,
http://purl.obolibrary.org/obo/ENVO_00003972,,Wikipedia:Evaporated_milk
http://purl.obolibrary.org/obo/ENVO_02000020,"Blood is a bodily fluid composed of blood plasma and blood cells suspended within the plasma that circulates around the organism's body. Blood performs may important functions including the supplying of oxygen and nutrients, removal of waste, circulation of white blood cells, detection of antibodes, coagulation, transportation of antibodies and the regulation of pH and body temperature.",Wikipedia:Blood
http://purl.obolibrary.org/obo/ENVO_01000661,Tuff is a type of rock made of volcanic ash ejected from a vent during a volcanic eruption.,
http://purl.obolibrary.org/obo/ENVO_00000299,"A field of ice, formed in regions of perennial frost.",FTT:837 TGN:21147 SWEETRealm:IceField FTT:835 FTT:836 FTT:839 FTT:841 FTT:840 FTT:842 FTT:758 FTT:838
http://purl.obolibrary.org/obo/ENVO_00000177,"An accumulation of boulders, stones, or other debris carried and deposited by a glacier.",Geonames:T.MRN FTT:759 EcoLexicon:moraine Wikipedia:Moraine TGN:21414
http://purl.obolibrary.org/obo/ENVO_00002155,,
http://purl.obolibrary.org/obo/ENVO_00000374,A protected area with the purpose of protecting and managing wild life.,Wikipedia:Wildlife_management_area
http://purl.obolibrary.org/obo/ENVO_01000191,,
http://purl.obolibrary.org/obo/ENVO_01000636,,
http://purl.obolibrary.org/obo/ENVO_00002193,,
http://purl.obolibrary.org/obo/ENVO_01000627,A feedlot is a plot of land on which livestock are fattened for market,
http://purl.obolibrary.org/obo/ENVO_00000166,"An oceanic island, often having a characteristic ring-like shape surrounding a lagoon. Atolls are formed when coral reef grows around a volcanic island that later subsides into the ocean.",Geonames:T.ATOL TGN:21472 Wikipedia:Atoll EcoLexicon:atoll FTT:127 SWEETRealm:Atoll FTT:450
_:b179,,
_:b180,,
_:b181,,
http://purl.obolibrary.org/obo/ENVO_00000568,A habitat that is solely in the air.,
http://purl.obolibrary.org/obo/ENVO_01000576,An apiary is a place where beehives of honey bees are kept and maintained by beekeepers.,
http://purl.obolibrary.org/obo/ENVO_01000134,High temperature water ejected from hydrothermal vents and laden with dissolved metals and minerals as a result of percolation through crustal rocks.,
http://purl.obolibrary.org/obo/ENVO_00000421,The narrow flat area often seen at the base of a sea cliff caused by the action of the waves.,Wikipedia:Wave-cut_platform SWEETRealm:WaveCutPlatform
http://purl.obolibrary.org/obo/ENVO_00003881,"Any of certain cuts of meat taken from the sides, belly or back of a pig that may be cured and/or smoked.",Wikipedia:Bacon
_:b182,,
http://purl.obolibrary.org/obo/ENVO_00002002,"A substance, usually composed primarily of carbohydrates, fats, water and/or proteins, that can be eaten or drunk by an animal or human being for nutrition or pleasure.",Wikipedia:Food
http://purl.obolibrary.org/obo/ENVO_00002158,,
http://purl.obolibrary.org/obo/ENVO_01000046,"The marginal sea biome comprises parts of an ocean partially enclosed by land such as islands, archipelagos, or peninsulas. Unlike mediterranean seas, marginal seas have ocean currents caused by ocean winds. Many marginal seas are enclosed by island arcs that were formed from the subduction of one oceanic plate beneath another.",
http://purl.obolibrary.org/obo/ENVO_01000633,,
http://purl.obolibrary.org/obo/ENVO_01000725,Chemical precipitation is a process in which a portion of some solid substance segregates from a material in which that substance or its precursors were dissolved in and settles due to a force such as gravity or centrifugal force. Segregation may occur due to the solubility limits of the precipitating substance being exceeded or due to a chemical reaction that forms a solid product from aqueous reagents.,
http://purl.obolibrary.org/obo/ENVO_01000329,"A cypress dome swamp is a dome swamp which has a plant community dominated by Cupressaceae, often swamp cypresses. Swamp cypresses typically belong to the genus Taxodium or the species Glyptostrobus pensilis and Actinostrobus pyramidalis.",
http://purl.obolibrary.org/obo/ENVO_01000489,A concrete building floor is a building floor that is composed primarily of concrete,
http://purl.obolibrary.org/obo/ENVO_00002117,,
http://purl.obolibrary.org/obo/ENVO_00000400,"A cone built almost entirely of loose volcanic fragments called cinders (pumice, pyroclastics, or tephra). They are built from particles and blobs of congealed lava ejected from a single vent. As the gas-charged lava is blown violently into the air, it breaks into small fragments that solidify and fall as cinders around the vent to form a circular or oval cone. Most cinder cones have a bowl-shaped crater at the summit.",Wikipedia:Cinder_cone SWEETRealm:CinderCone
_:b183,,
_:b184,,
http://purl.obolibrary.org/obo/ENVO_00002026,A habitat characterized by an average temperature of 15deg C or lower. Inhabited by psychrophilic (cryophilic) organisms.,
http://purl.obolibrary.org/obo/ENVO_00000476,An opening of a lake into its shore.,
http://purl.obolibrary.org/obo/ENVO_00000098,Area of dry or relatively dry land surrounded by water or low wetland.,TGN:21471 FTT:450 SWEETRealm:Island Geonames:T.ISLS FTT:886 FTT:889 FTT:888 EcoLexicon:island FTT:147 TGN:21475 Wikipedia:Island TGN:21469 Geonames:T.ISL TGN:21468 FTT:887
http://purl.obolibrary.org/obo/ENVO_00000228,"An estuary located in regions with high evaporation, there is no freshwater input and in fact salinity increases inland; overall flow is inward at the surface, downwells at the inland terminus, and flows outward subsurface.",
http://purl.obolibrary.org/obo/ENVO_01000112,"Polymetallic nodules, also called manganese nodules, are rock concretions on the sea bottom formed of concentric layers of iron and manganese hydroxides around a core. Nodules vary in size from tiny particles visible only under a microscope to large pellets more than 20 centimetres (8 in) across. However, most nodules are between 5 and 10 cm in diameter.",
http://purl.obolibrary.org/obo/ENVO_00002190,A dairy product produced by bacterial fermentation of milk.,Wikipedia:Yogurt
http://purl.obolibrary.org/obo/ENVO_00005770,,
_:b185,,
http://purl.obolibrary.org/obo/ENVO_01000605,"A car is a wheeled motor vehicle used primarily for the transportation of human passengers. Most definitions of the term specify that cars are designed to run primarily on roads, to have seating for one to eight people, to typically have four wheels, and to be constructed principally for the transport of people rather than goods.",
http://purl.obolibrary.org/obo/ENVO_00000898,,
http://purl.obolibrary.org/obo/ENVO_00000240,,
_:b186,,
http://purl.obolibrary.org/obo/ENVO_01000527,A toilet fixture which uses water to flush liquid and solid excreta into a sewage containment or processing facility through a drainpipe.,
_:b187,,
_:b188,,
http://purl.obolibrary.org/obo/ENVO_00002157,,
http://purl.obolibrary.org/obo/ENVO_02500001,"a type of land degradation in which a relatively dry land region becomes increasingly arid, typically losing its bodies of water as well as vegetation and wildlife.",
_:b189,,
http://purl.obolibrary.org/obo/ENVO_00000528,A linear elevation on an icecap.,FTT:155 FTT:844 Geonames:H.RDGG
http://purl.obolibrary.org/obo/ENVO_02000027,"Blood plasma is a bodily fluid that comprises the liquid component of blood, in which the blood cells are suspended. It makes up about 55% of total blood volume.",Wikipedia:Blood_plasma
http://purl.obolibrary.org/obo/ENVO_00000040,A sudden descent of water over a step or ledge in the bed of a river.,EcoLexicon:force TGN:21161 FTT:439 FTT:680 EcoLexicon:waterfall FTT:436 Geonames:H.FLLS Wikipedia:Waterfall FTT:435 TGN:21166
http://purl.obolibrary.org/obo/ENVO_01000330,"A cypress strand swamp is a strand swamp which has a plant community dominated by Cupressaceae, often swamp cypresses. Swamp cypresses typically belong to the genus Taxodium or the species Glyptostrobus pensilis and Actinostrobus pyramidalis.",
http://purl.obolibrary.org/obo/ENVO_00002118,,
_:b190,,
http://purl.obolibrary.org/obo/ENVO_00002256,"Regosols form a taxonomic remnant group containing all soils that could not be accommodated in any of the other RSGs. In practice, Regosols are very weakly developed mineral soils in unconsolidated materials that do not have a mollic or umbric horizon, are not very shallow or very rich in gravels (Leptosols), sandy (Arenosols) or with fluvic materials (Fluvisols). Regosols are extensive in eroding lands, particularly in arid and semi-arid areas and in mountainous terrain.",Wikipedia:Regosol
http://purl.obolibrary.org/obo/ENVO_01000081,"A roughly planar, pelagic region characterised by equal salinity.",
http://purl.obolibrary.org/obo/ENVO_00000493,A stream flowing in the opposite direction of the consequent drainage.,Wikipedia:Obsequent_stream
http://purl.obolibrary.org/obo/ENVO_00005805,A bird nest is the spot in which a bird lays and incubates its eggs and raises its young.,
http://purl.obolibrary.org/obo/ENVO_00003929,,
http://purl.obolibrary.org/obo/ENVO_01000000,"Organic matter in soil which has reached a point of stability, where it will break down no further and might, if conditions do not change, remain essentially as it is for centuries, or millennia.",Wikipedia:Humus EcoLexicon:humus SWEETRealm:Humus
_:b191,,
http://purl.obolibrary.org/obo/ENVO_00000363,"A protected area of importance for wildlife, flora, fauna or features of geological or other special interest, which is reserved and managed for conservation and to provide special opportunities for study or research. Nature reserves may be designated by government institutions in some countries, such as the United Kingdom, or by private landowners, such as charities and research institutions, regardless of nationality.",Wikipedia:Nature_reserve
_:b192,,
http://purl.obolibrary.org/obo/ENVO_0010116,A product of the  dry seeds of Pachyrrizus erosus.,
http://purl.obolibrary.org/obo/ENVO_00002199,,
_:b193,,
http://purl.obolibrary.org/obo/ENVO_00003046,A short cylinder of soft to semisoft blue cheese made with cow's milk.,
http://purl.obolibrary.org/obo/ENVO_00000278,A stream that has either permanently or temporally lost its water.,Geonames:T.SBED FTT:651 FTT:105
http://purl.obolibrary.org/obo/ENVO_01000715,A meteotsunami is a tsunami caused by atmospheric processes and differences in air pressure.,
http://purl.obolibrary.org/obo/ENVO_0010159,"A heated beverage typically consisting of shaved chocolate  or cocoa powder, heated milk or water, and sugar.",
http://purl.obolibrary.org/obo/ENVO_01000186,"A polar desert biome is a desert biome which is subject to low levels of insolation, annual precipitation less than 250 millimeters, and a mean temperature less than 10 degrees Celsius during its warmest month. Temperature changes in polar deserts frequently cross the freezing point of water.",
http://purl.obolibrary.org/obo/ENVO_00005753,A portion of urea enriched soil is a portion of soil with elevated levels of urea.,
http://purl.obolibrary.org/obo/ENVO_0010069,,
http://purl.obolibrary.org/obo/ENVO_01000589,"A bench is a piece of furniture, on which several people may sit at the same time.",
http://purl.obolibrary.org/obo/ENVO_01000463,"Hydraulic cement is a masonry cement which contains activated aluminium silicates or pozzolans, such as fly ash, allowing it to set in wet conditions or underwater.",
http://purl.obolibrary.org/obo/ENVO_01000018,Gravel is an environmental material which is composed of pieces of rock that are at least two millimeters (2mm) in its largest dimension and no more than 75 millimeters.,SWEETRealm:Gravel Wikipedia:Gravel EcoLexicon:gravel
http://purl.obolibrary.org/obo/ENVO_01000628,"Leaf litter is dead plant material, such as leaves, bark, needles, and twigs, that has fallen to the ground.",
http://purl.obolibrary.org/obo/ENVO_01000158,Marine snow is a continuous shower of mostly organic detritus falling from the upper layers of the water column. Its origin lies in activities within the productive photic zone.,EcoLexicon:marine_snow
http://purl.obolibrary.org/obo/ENVO_01000048,"The ocean biome comprises major bodies of saline water, principal components of the hydrosphere. Approximately 71% of the Earth's surface is covered by ocean, a continuous body of water that is customarily divided into several principal oceans and smaller seas. More than half of this area is over 3,000 metres (9,800 ft) deep. Average oceanic salinity is around 35 parts per thousand (ppt) (3.5%), and nearly all seawater has a salinity in the range of 30 to 38 ppt.",
http://purl.obolibrary.org/obo/ENVO_01000259,A layer within a fluid where the density gradient changes rapidly with depth.,
http://purl.obolibrary.org/obo/ENVO_01001306,An environment which is determined by a bone element.,
http://purl.obolibrary.org/obo/ENVO_01000089,,
http://purl.obolibrary.org/obo/ENVO_00000284,An open-pit mine from which rock or minerals are extracted.,TGN:54217 Wikipedia:Quarry FTT:974 Geonames:S.MNQR FTT:14 EcoLexicon:quarry
http://purl.obolibrary.org/obo/ENVO_00000307,A portion of a glacier characterized by rapid flow and a chaotic crevassed surface.,FTT:758 FTT:842 Wikipedia:Icefall
http://purl.obolibrary.org/obo/ENVO_00003899,"Must is the juice of freshly pressed grapes, that contains various quantities of pulp, skins, stems, and seeds, called pomace or grape solids, which typically comprise between 7 to 23 percent of the total weight of the must.",Wikipedia:Must
http://purl.obolibrary.org/obo/ENVO_01000575,A wax is an environmental material which is primarily composed of lipids or other organic compounds that consist of long alkyl chains. Waxes are are malleable near ambient temperatures and melt at approximately 45 degrees Celsius.,
http://purl.obolibrary.org/obo/ENVO_00000896,,
http://purl.obolibrary.org/obo/ENVO_00010621,,Wikipedia:Medical_instrument
http://purl.obolibrary.org/obo/ENVO_00000178,"An artificial slope or wall, usually earthen, which parallels the course of a river, built for the purpose of containing the river.",FTT:619 TGN:51263 EcoLexicon:levee TGN:51251 FTT:670 FTT:21 Geonames:T.LEV SWEETRealm:Dike FTT:197 Geonames:S.DIKE Wikipedia:Levee FTT:921 FTT:252
http://purl.obolibrary.org/obo/ENVO_01000058,Kelp forests are underwater areas with a high density of kelp. They are recognized as one of the most productive and dynamic ecosystems on Earth. Smaller areas of anchored kelp are called kelp beds.,
http://purl.obolibrary.org/obo/ENVO_01000582,A landline telephone is a telephone which is connected to a telephone network with wires through which electronic signals are carried.,
http://purl.obolibrary.org/obo/ENVO_00000386,"The end of a stream where it enters a standing water body such as a lake, sea or ocean.",Wikipedia:River_mouth TGN:21156
_:b194,,
http://purl.obolibrary.org/obo/ENVO_00002159,,
_:b195,,
http://purl.obolibrary.org/obo/ENVO_00000557,"A dam designed to control flooding. It normally holds back no water and allows the channel to flow freely, except during periods of intense flow that would otherwise cause flooding downstream.",Wikipedia:Dry_dam
http://purl.obolibrary.org/obo/ENVO_01000426,"A room is a building part which is separated from other building parts by one or more interior walls and, optionally, outdoor areas by one or more exterior walls.",
http://purl.obolibrary.org/obo/ENVO_00000223,"The extended perimeter of each continent, which is covered during interglacial periods such as the current epoch by relatively shallow sea.",FTT:538 Geonames:U.BDLU FTT:539 SWEETRealm:ContinentalMargin Wikipedia:Continental_shelf EcoLexicon:continental_margin FTT:535 Geonames:U.SHFU EcoLexicon:continental_shelf FTT:283 FTT:537 FTT:284
_:b196,,
http://purl.obolibrary.org/obo/ENVO_00000535,A low obstruction built across the path of s stream to raise its level.,Wikipedia:Weir FTT:603 Geonames:S.WEIR TGN:51265
http://purl.obolibrary.org/obo/ENVO_00000186,"Flat or concave peatlands with a string-like pattern of hummocks (hence the name), found principally in northern Scandinavia but occurring in the western parts of the former USSR and in North America. A few examples exist in northern Britain.",Wikipedia:String_bog
http://purl.obolibrary.org/obo/ENVO_01000662,"Scoria is a highly vesicular, dark colored volcanic rock that may or may not contain crystals.",
http://purl.obolibrary.org/obo/ENVO_01000274,"Slate is a metamorphic rock which is fine-grained, foliated, homogeneous, Slates are derived from clastic sedimentary rocks.",
http://purl.obolibrary.org/obo/ENVO_00003973,"A fermented milk drink made from  milk. It is prepared by inoculating cow, goat, or sheep's milk with kefir grains, a combination of bacteria and yeasts in a matrix of proteins, lipids, and sugars. This symbiotic matrix forms ""grains"" that resemble cauliflower. Many different bacteria and yeasts are found in the kefir grains, which are a complex and highly variable community of micro-organisms termed probiotics.",
http://purl.obolibrary.org/obo/ENVO_01000429,"A burrow is a hole or tunnel excavated into the ground by an animal to create a space suitable for habitation, temporary refuge, or as a byproduct of locomotion",
http://purl.obolibrary.org/obo/ENVO_0010135,A cured sausage that is fermented and dried.,
_:b197,,
